date,bundle_id,pay
2020-04-05,com.shoujizhuanzhuan.cn,0.0
2020-04-05,com.walk.sports.cn,2656.0
2020-04-06,com.boost.clean.coin.cn,1669.0
2020-04-06,com.cyqxx.puzzle.idiom.cn,2883.0
2020-04-06,com.diamond.coin.cn,1899.0
2020-04-06,com.dograise.richman.cn,2544.0
2020-04-06,com.normandy.booster.cn,0.0
2020-04-06,com.oneapp.max.security.pro.cn,0.0
2020-04-06,com.rat.countmoney.cn,2073.0
2020-04-06,com.shoujizhuanzhuan.cn,0.0
2020-04-06,com.walk.sports.cn,2712.0
2020-04-07,com.boost.clean.coin.cn,1779.0
2020-04-07,com.cyqxx.puzzle.idiom.cn,2554.0
2020-04-07,com.diamond.coin.cn,1947.0
2020-04-07,com.dograise.richman.cn,3110.0
2020-04-07,com.normandy.booster.cn,0.0
2020-04-07,com.oneapp.max.security.pro.cn,0.0
2020-04-07,com.rat.countmoney.cn,1781.0
2020-04-07,com.shoujizhuanzhuan.cn,0.0
2020-04-07,com.walk.sports.cn,3148.0
2020-04-08,com.boost.clean.coin.cn,1675.0
2020-04-08,com.cyqxx.puzzle.idiom.cn,2895.0
2020-04-08,com.diamond.coin.cn,2213.0
2020-04-08,com.dograise.richman.cn,3102.0
2020-04-08,com.normandy.booster.cn,0.0
2020-04-08,com.oneapp.max.security.pro.cn,0.0
2020-04-08,com.rat.countmoney.cn,1669.5
2020-04-08,com.shoujizhuanzhuan.cn,0.0
2020-04-08,com.walk.sports.cn,3969.0
2020-04-09,com.boost.clean.coin.cn,1488.0
2020-04-09,com.cyqxx.puzzle.idiom.cn,2697.0
2020-04-09,com.diamond.coin.cn,2518.0
2020-04-09,com.dograise.richman.cn,2992.0
2020-04-09,com.normandy.booster.cn,0.0
2020-04-09,com.oneapp.max.security.pro.cn,0.0
2020-04-09,com.rat.countmoney.cn,2908.29999999995
2020-04-09,com.shoujizhuanzhuan.cn,0.0
2020-04-09,com.walk.sports.cn,3911.0
2020-04-10,com.boost.clean.coin.cn,1320.0
2020-04-10,com.cyqxx.puzzle.idiom.cn,2901.0
2020-04-10,com.diamond.coin.cn,2601.0
2020-04-10,com.dograise.richman.cn,2600.0
2020-04-10,com.normandy.booster.cn,10.0
2020-04-10,com.oneapp.max.security.pro.cn,1.0
2020-04-10,com.rat.countmoney.cn,2929.9999999999454
2020-04-10,com.shoujizhuanzhuan.cn,0.0
2020-04-10,com.walk.sports.cn,4854.0
2020-04-11,com.boost.clean.coin.cn,1529.0
2020-04-11,com.cyqxx.puzzle.idiom.cn,2552.0
2020-04-11,com.diamond.coin.cn,2858.0
2020-04-11,com.dograise.richman.cn,2094.0
2020-04-11,com.normandy.booster.cn,0.0
2020-04-11,com.oneapp.max.security.pro.cn,0.0
2020-04-11,com.rat.countmoney.cn,2043.3999999999837
2020-04-11,com.shoujizhuanzhuan.cn,0.0
2020-04-11,com.walk.sports.cn,4922.0
2020-04-12,com.boost.clean.coin.cn,1633.0
2020-04-12,com.cyqxx.puzzle.idiom.cn,2656.0
2020-04-12,com.diamond.coin.cn,2488.0
2020-04-12,com.dograise.richman.cn,2178.0
2020-04-12,com.normandy.booster.cn,0.0
2020-04-12,com.oneapp.max.security.pro.cn,0.0
2020-04-12,com.rat.countmoney.cn,1543.6999999999985
2020-04-12,com.shoujizhuanzhuan.cn,0.0
2020-04-12,com.walk.sports.cn,4886.0
2020-04-13,com.boost.clean.coin.cn,1705.0
2020-04-13,com.cyqxx.puzzle.idiom.cn,2380.0
2020-04-13,com.diamond.coin.cn,2431.0
2020-04-13,com.dograise.richman.cn,1773.0
2020-04-13,com.normandy.booster.cn,0.0
2020-04-13,com.oneapp.max.security.pro.cn,3.0
2020-04-13,com.rat.countmoney.cn,1383.6999999999998
2020-04-13,com.shoujizhuanzhuan.cn,0.0
2020-04-13,com.walk.sports.cn,4608.0
2020-04-14,com.boost.clean.coin.cn,1338.0
2020-04-14,com.cyqxx.puzzle.idiom.cn,2371.0
2020-04-14,com.diamond.coin.cn,2608.0
2020-04-14,com.dograise.richman.cn,1617.0
2020-04-14,com.normandy.booster.cn,0.0
2020-04-14,com.oneapp.max.security.pro.cn,0.0
2020-04-14,com.rat.countmoney.cn,1383.0999999999997
2020-04-14,com.shoujizhuanzhuan.cn,0.0
2020-04-14,com.walk.sports.cn,4222.0
2020-04-15,com.boost.clean.coin.cn,1782.0
2020-04-15,com.cyqxx.puzzle.idiom.cn,2212.0
2020-04-15,com.diamond.coin.cn,2957.0
2020-04-15,com.dograise.richman.cn,1815.0
2020-04-15,com.normandy.booster.cn,0.0
2020-04-15,com.oneapp.max.security.pro.cn,0.0
2020-04-15,com.rat.countmoney.cn,1311.1000000000001
2020-04-15,com.shoujizhuanzhuan.cn,0.0
2020-04-15,com.walk.sports.cn,2794.0
2020-04-16,com.boost.clean.coin.cn,1287.0
2020-04-16,com.cyqxx.puzzle.idiom.cn,2683.0
2020-04-16,com.diamond.coin.cn,2332.0
2020-04-16,com.dograise.richman.cn,1663.0
2020-04-16,com.normandy.booster.cn,0.0
2020-04-16,com.oneapp.max.security.pro.cn,5.0
2020-04-16,com.rat.countmoney.cn,1727.8000000000002
2020-04-16,com.shoujizhuanzhuan.cn,0.0
2020-04-16,com.walk.sports.cn,2671.0
2020-04-17,com.boost.clean.coin.cn,1567.0
2020-04-17,com.cyqxx.puzzle.idiom.cn,2642.0999999999754
2020-04-17,com.diamond.coin.cn,2747.0
2020-04-17,com.dograise.richman.cn,1820.0
2020-04-17,com.normandy.booster.cn,0.0
2020-04-17,com.oneapp.max.security.pro.cn,4.0
2020-04-17,com.rat.countmoney.cn,1907.1999999999998
2020-04-17,com.shoujizhuanzhuan.cn,0.0
2020-04-17,com.walk.sports.cn,3389.0
2020-04-18,com.boost.clean.coin.cn,1127.0
2020-04-18,com.cyqxx.puzzle.idiom.cn,3363.5999999999513
2020-04-18,com.diamond.coin.cn,2242.0
2020-04-18,com.dograise.richman.cn,1665.0
2020-04-18,com.normandy.booster.cn,0.0
2020-04-18,com.oneapp.max.security.pro.cn,0.0
2020-04-18,com.rat.countmoney.cn,1613.3999999999996
2020-04-18,com.shoujizhuanzhuan.cn,0.0
2020-04-18,com.walk.sports.cn,2979.0
2020-04-19,com.boost.clean.coin.cn,1518.0
2020-04-19,com.cyqxx.puzzle.idiom.cn,3014.199999999974
2020-04-19,com.diamond.coin.cn,2042.0
2020-04-19,com.dograise.richman.cn,1947.0
2020-04-19,com.normandy.booster.cn,0.0
2020-04-19,com.oneapp.max.security.pro.cn,0.0
2020-04-19,com.rat.countmoney.cn,1990.7999999999997
2020-04-19,com.shoujizhuanzhuan.cn,0.0
2020-04-19,com.walk.sports.cn,2718.0
2020-04-20,com.boost.clean.coin.cn,1239.0
2020-04-20,com.cyqxx.puzzle.idiom.cn,3010.8999999999696
2020-04-20,com.diamond.coin.cn,1669.0
2020-04-20,com.dograise.richman.cn,1797.0
2020-04-20,com.normandy.booster.cn,0.0
2020-04-20,com.oneapp.max.security.pro.cn,0.0
2020-04-20,com.rat.countmoney.cn,1830.8999999999999
2020-04-20,com.shoujizhuanzhuan.cn,0.0
2020-04-20,com.walk.sports.cn,4087.0
2020-04-21,com.boost.clean.coin.cn,1519.0
2020-04-21,com.cyqxx.puzzle.idiom.cn,3108.599999999964
2020-04-21,com.diamond.coin.cn,1735.0
2020-04-21,com.dograise.richman.cn,1594.0
2020-04-21,com.normandy.booster.cn,0.0
2020-04-21,com.oneapp.max.security.pro.cn,0.0
2020-04-21,com.rat.countmoney.cn,1480.6
2020-04-21,com.shoujizhuanzhuan.cn,0.0
2020-04-21,com.walk.sports.cn,1202.0
2020-04-22,com.boost.clean.coin.cn,1384.0
2020-04-22,com.cyqxx.puzzle.idiom.cn,3097.899999999967
2020-04-22,com.diamond.coin.cn,1765.0
2020-04-22,com.dograise.richman.cn,1830.0
2020-04-22,com.normandy.booster.cn,0.0
2020-04-22,com.oneapp.max.security.pro.cn,2.0
2020-04-22,com.rat.countmoney.cn,1826.0
2020-04-22,com.shoujizhuanzhuan.cn,0.0
2020-04-22,com.walk.sports.cn,1108.0
2020-04-23,com.boost.clean.coin.cn,1372.0
2020-04-23,com.cyqxx.puzzle.idiom.cn,3068.8999999999505
2020-04-23,com.diamond.coin.cn,1454.0
2020-04-23,com.dograise.richman.cn,1677.0
2020-04-23,com.normandy.booster.cn,0.0
2020-04-23,com.oneapp.max.security.pro.cn,2.0
2020-04-23,com.rat.countmoney.cn,1565.0
2020-04-23,com.shoujizhuanzhuan.cn,0.0
2020-04-23,com.walk.sports.cn,1198.0
2020-04-24,com.boost.clean.coin.cn,1556.0
2020-04-24,com.cyqxx.puzzle.idiom.cn,2573.7999999999693
2020-04-24,com.diamond.coin.cn,599.0
2020-04-24,com.dograise.richman.cn,1725.0
2020-04-24,com.normandy.booster.cn,0.0
2020-04-24,com.oneapp.max.security.pro.cn,0.0
2020-04-24,com.rat.countmoney.cn,1639.6
2020-04-24,com.shoujizhuanzhuan.cn,0.0
2020-04-24,com.walk.sports.cn,1176.0
2020-04-25,com.boost.clean.coin.cn,1499.0
2020-04-25,com.cyqxx.puzzle.idiom.cn,2780.3999999999664
2020-04-25,com.diamond.coin.cn,638.0
2020-04-25,com.dograise.richman.cn,1761.0
2020-04-25,com.normandy.booster.cn,0.0
2020-04-25,com.oneapp.max.security.pro.cn,0.0
2020-04-25,com.rat.countmoney.cn,1647.0
2020-04-25,com.shoujizhuanzhuan.cn,0.0
2020-04-25,com.walk.sports.cn,1253.0
2020-04-26,com.boost.clean.coin.cn,1079.0
2020-04-26,com.cyqxx.puzzle.idiom.cn,3064.699999999938
2020-04-26,com.diamond.coin.cn,583.2
2020-04-26,com.dograise.richman.cn,1543.0
2020-04-26,com.normandy.booster.cn,0.0
2020-04-26,com.oneapp.max.security.pro.cn,2.0
2020-04-26,com.rat.countmoney.cn,1400.1999999999998
2020-04-26,com.shoujizhuanzhuan.cn,0.0
2020-04-26,com.walk.sports.cn,1126.0
2020-04-27,com.boost.clean.coin.cn,1168.0
2020-04-27,com.cyqxx.puzzle.idiom.cn,3275.2999999999197
2020-04-27,com.diamond.coin.cn,531.3000000000001
2020-04-27,com.dograise.richman.cn,1428.0
2020-04-27,com.normandy.booster.cn,0.0
2020-04-27,com.oneapp.max.security.pro.cn,5.0
2020-04-27,com.rat.countmoney.cn,1353.3
2020-04-27,com.shoujizhuanzhuan.cn,0.0
2020-04-27,com.walk.sports.cn,1207.0
2020-04-28,com.boost.clean.coin.cn,1337.0
2020-04-28,com.cyqxx.puzzle.idiom.cn,4142.099999999896
2020-04-28,com.diamond.coin.cn,639.3000000000011
2020-04-28,com.dograise.richman.cn,1231.0
2020-04-28,com.normandy.booster.cn,0.0
2020-04-28,com.oneapp.max.security.pro.cn,1.0
2020-04-28,com.rat.countmoney.cn,1390.3
2020-04-28,com.shoujizhuanzhuan.cn,0.0
2020-04-28,com.walk.sports.cn,1250.0
2020-04-29,com.boost.clean.coin.cn,1168.0
2020-04-29,com.cyqxx.puzzle.idiom.cn,4194.699999999987
2020-04-29,com.diamond.coin.cn,501.70000000000107
2020-04-29,com.dograise.richman.cn,1461.0
2020-04-29,com.normandy.booster.cn,0.0
2020-04-29,com.oneapp.max.security.pro.cn,9.0
2020-04-29,com.rat.countmoney.cn,1099.0
2020-04-29,com.shoujizhuanzhuan.cn,0.0
2020-04-29,com.walk.sports.cn,1212.0
2020-04-30,com.boost.clean.coin.cn,1164.0
2020-04-30,com.cyqxx.puzzle.idiom.cn,3679.199999999927
2020-04-30,com.diamond.coin.cn,467.9000000000008
2020-04-30,com.dograise.richman.cn,1119.0
2020-04-30,com.normandy.booster.cn,0.0
2020-04-30,com.oneapp.max.security.pro.cn,2.0
2020-04-30,com.rat.countmoney.cn,1200.2999999999997
2020-04-30,com.shoujizhuanzhuan.cn,0.0
2020-04-30,com.walk.sports.cn,1275.0
2020-05-01,com.boost.clean.coin.cn,1295.0
2020-05-01,com.cyqxx.puzzle.idiom.cn,2820.6999999999925
2020-05-01,com.diamond.coin.cn,394.50000000000034
2020-05-01,com.dograise.richman.cn,1027.0
2020-05-01,com.normandy.booster.cn,0.0
2020-05-01,com.oneapp.max.security.pro.cn,1.0
2020-05-01,com.rat.countmoney.cn,1133.700000000002
2020-05-01,com.shoujizhuanzhuan.cn,0.0
2020-05-01,com.walk.sports.cn,1249.0
2020-05-02,com.boost.clean.coin.cn,1267.0
2020-05-02,com.cyqxx.puzzle.idiom.cn,3190.599999999994
2020-05-02,com.diamond.coin.cn,349.20000000000016
2020-05-02,com.dograise.richman.cn,1094.0
2020-05-02,com.normandy.booster.cn,0.0
2020-05-02,com.oneapp.max.security.pro.cn,6.0
2020-05-02,com.rat.countmoney.cn,1512.999999999989
2020-05-02,com.shoujizhuanzhuan.cn,0.0
2020-05-02,com.walk.sports.cn,1357.0
2020-05-03,com.boost.clean.coin.cn,1194.0
2020-05-03,com.cyqxx.puzzle.idiom.cn,2920.4999999999973
2020-05-03,com.diamond.coin.cn,392.30000000000007
2020-05-03,com.dograise.richman.cn,940.0
2020-05-03,com.normandy.booster.cn,0.0
2020-05-03,com.oneapp.max.security.pro.cn,5.0
2020-05-03,com.rat.countmoney.cn,1326.2999999999947
2020-05-03,com.shoujizhuanzhuan.cn,0.0
2020-05-03,com.walk.sports.cn,1272.0
2020-05-04,com.boost.clean.coin.cn,1359.0
2020-05-04,com.cyqxx.puzzle.idiom.cn,3147.199999999997
2020-05-04,com.diamond.coin.cn,312.1
2020-05-04,com.dograise.richman.cn,879.0
2020-05-04,com.normandy.booster.cn,0.0
2020-05-04,com.oneapp.max.security.pro.cn,7.0
2020-05-04,com.rat.countmoney.cn,1338.1000000000008
2020-05-04,com.shoujizhuanzhuan.cn,0.0
2020-05-04,com.walk.sports.cn,1279.0
2020-05-05,com.boost.clean.coin.cn,1352.0
2020-05-05,com.cyqxx.puzzle.idiom.cn,2580.6999999999985
2020-05-05,com.diamond.coin.cn,386.40000000000043
2020-05-05,com.dograise.richman.cn,984.0
2020-05-05,com.normandy.booster.cn,0.0
2020-05-05,com.oneapp.max.security.pro.cn,10.0
2020-05-05,com.rat.countmoney.cn,1288.700000000002
2020-05-05,com.shoujizhuanzhuan.cn,0.0
2020-05-05,com.walk.sports.cn,1319.0
2020-05-06,com.boost.clean.coin.cn,966.0
2020-05-06,com.cyqxx.puzzle.idiom.cn,3147.5999999999976
2020-05-06,com.diamond.coin.cn,427.90000000000094
2020-05-06,com.dograise.richman.cn,1129.0
2020-05-06,com.normandy.booster.cn,0.0
2020-05-06,com.oneapp.max.security.pro.cn,7.0
2020-05-06,com.rat.countmoney.cn,1108.499999999999
2020-05-06,com.shoujizhuanzhuan.cn,0.0
2020-05-06,com.walk.sports.cn,1265.0
2020-05-07,com.boost.clean.coin.cn,1245.0
2020-05-07,com.cyqxx.puzzle.idiom.cn,2997.0999999999976
2020-05-07,com.diamond.coin.cn,313.4000000000002
2020-05-07,com.dograise.richman.cn,886.0
2020-05-07,com.normandy.booster.cn,0.0
2020-05-07,com.oneapp.max.security.pro.cn,8.0
2020-05-07,com.rat.countmoney.cn,1232.099999999999
2020-05-07,com.shoujizhuanzhuan.cn,0.0
2020-05-07,com.walk.sports.cn,1241.0
2020-05-08,com.boost.clean.coin.cn,1390.0
2020-05-08,com.cyqxx.puzzle.idiom.cn,3700.699999999997
2020-05-08,com.diamond.coin.cn,315.9999999999999
2020-05-08,com.dograise.richman.cn,1199.0
2020-05-08,com.normandy.booster.cn,0.0
2020-05-08,com.oneapp.max.security.pro.cn,5.0
2020-05-08,com.rat.countmoney.cn,1200.8999999999999
2020-05-08,com.shoujizhuanzhuan.cn,0.0
2020-05-08,com.walk.sports.cn,1260.0
2020-05-09,com.boost.clean.coin.cn,849.0
2020-05-09,com.cyqxx.puzzle.idiom.cn,4125.299999999997
2020-05-09,com.diamond.coin.cn,386.0000000000008
2020-05-09,com.dograise.richman.cn,959.0
2020-05-09,com.normandy.booster.cn,0.0
2020-05-09,com.oneapp.max.security.pro.cn,5.0
2020-05-09,com.rat.countmoney.cn,1482.1999999999994
2020-05-09,com.shoujizhuanzhuan.cn,0.0
2020-05-09,com.walk.sports.cn,1152.0
2020-05-10,com.boost.clean.coin.cn,1167.0
2020-05-10,com.cyqxx.puzzle.idiom.cn,3240.399999999998
2020-05-10,com.diamond.coin.cn,464.5000000000011
2020-05-10,com.dograise.richman.cn,1311.0
2020-05-10,com.normandy.booster.cn,0.0
2020-05-10,com.oneapp.max.security.pro.cn,5.0
2020-05-10,com.rat.countmoney.cn,1301.5
2020-05-10,com.shoujizhuanzhuan.cn,0.0
2020-05-10,com.walk.sports.cn,1019.0
2020-05-11,com.boost.clean.coin.cn,1048.0
2020-05-11,com.cyqxx.puzzle.idiom.cn,2630.699999999999
2020-05-11,com.diamond.coin.cn,443.90000000000055
2020-05-11,com.dograise.richman.cn,1164.0
2020-05-11,com.normandy.booster.cn,0.0
2020-05-11,com.oneapp.max.security.pro.cn,10.0
2020-05-11,com.rat.countmoney.cn,1364.8999999999999
2020-05-11,com.shoujizhuanzhuan.cn,0.0
2020-05-11,com.walk.sports.cn,1128.0
2020-05-12,com.boost.clean.coin.cn,1188.0
2020-05-12,com.cyqxx.puzzle.idiom.cn,1727.1999999999998
2020-05-12,com.diamond.coin.cn,315.1
2020-05-12,com.dograise.richman.cn,858.0
2020-05-12,com.normandy.booster.cn,0.0
2020-05-12,com.oneapp.max.security.pro.cn,2.0
2020-05-12,com.rat.countmoney.cn,1210.5
2020-05-12,com.shoujizhuanzhuan.cn,0.0
2020-05-12,com.walk.sports.cn,728.0
2020-05-13,com.boost.clean.coin.cn,693.0
2020-05-13,com.cyqxx.puzzle.idiom.cn,1837.1999999999994
2020-05-13,com.diamond.coin.cn,291.59999999999997
2020-05-13,com.dograise.richman.cn,634.0
2020-05-13,com.normandy.booster.cn,0.0
2020-05-13,com.oneapp.max.security.pro.cn,7.0
2020-05-13,com.rat.countmoney.cn,839.8000000000001
2020-05-13,com.shoujizhuanzhuan.cn,0.0
2020-05-13,com.walk.sports.cn,649.0
2020-05-14,com.boost.clean.coin.cn,625.0
2020-05-14,com.cyqxx.puzzle.idiom.cn,2101.4999999999995
2020-05-14,com.diamond.coin.cn,251.89999999999998
2020-05-14,com.dograise.richman.cn,611.0
2020-05-14,com.normandy.booster.cn,0.0
2020-05-14,com.oneapp.max.security.pro.cn,8.0
2020-05-14,com.rat.countmoney.cn,809.8000000000001
2020-05-14,com.shoujizhuanzhuan.cn,0.0
2020-05-14,com.walk.sports.cn,777.0
2020-05-15,com.boost.clean.coin.cn,796.0
2020-05-15,com.cyqxx.puzzle.idiom.cn,1821.0999999999997
2020-05-15,com.diamond.coin.cn,138.59999999999997
2020-05-15,com.dograise.richman.cn,672.0
2020-05-15,com.normandy.booster.cn,0.0
2020-05-15,com.oneapp.max.security.pro.cn,4.0
2020-05-15,com.rat.countmoney.cn,787.4000000000001
2020-05-15,com.shoujizhuanzhuan.cn,0.0
2020-05-15,com.walk.sports.cn,766.0
2020-05-16,com.boost.clean.coin.cn,819.0
2020-05-16,com.cyqxx.puzzle.idiom.cn,1936.8999999999999
2020-05-16,com.diamond.coin.cn,107.29999999999998
2020-05-16,com.dograise.richman.cn,630.0
2020-05-16,com.normandy.booster.cn,0.0
2020-05-16,com.oneapp.max.security.pro.cn,5.0
2020-05-16,com.rat.countmoney.cn,768.7
2020-05-16,com.shoujizhuanzhuan.cn,0.0
2020-05-16,com.walk.sports.cn,649.0
2020-05-17,com.boost.clean.coin.cn,696.0
2020-05-17,com.cyqxx.puzzle.idiom.cn,1821.9999999999998
2020-05-17,com.diamond.coin.cn,114.69999999999996
2020-05-17,com.dograise.richman.cn,545.0
2020-05-17,com.normandy.booster.cn,0.0
2020-05-17,com.oneapp.max.security.pro.cn,10.0
2020-05-17,com.rat.countmoney.cn,679.9000000000001
2020-05-17,com.shoujizhuanzhuan.cn,0.0
2020-05-17,com.walk.sports.cn,655.0
2020-05-18,com.boost.clean.coin.cn,610.0
2020-05-18,com.cyqxx.puzzle.idiom.cn,1775.7
2020-05-18,com.diamond.coin.cn,139.19999999999996
2020-05-18,com.dograise.richman.cn,760.0
2020-05-18,com.normandy.booster.cn,0.0
2020-05-18,com.oneapp.max.security.pro.cn,8.0
2020-05-18,com.rat.countmoney.cn,850.6
2020-05-18,com.shoujizhuanzhuan.cn,0.0
2020-05-18,com.walk.sports.cn,687.0
2020-05-20,com.boost.clean.coin.cn,668.0
2020-05-20,com.cyqxx.puzzle.idiom.cn,1625.8999999999996
2020-05-20,com.diamond.coin.cn,137.0999999999999
2020-05-20,com.dograise.richman.cn,582.0
2020-05-20,com.normandy.booster.cn,0.0
2020-05-20,com.oneapp.max.security.pro.cn,7.0
2020-05-20,com.rat.countmoney.cn,629.9
2020-05-20,com.shoujizhuanzhuan.cn,0.0
2020-05-20,com.walk.sports.cn,655.0
2020-05-21,com.boost.clean.coin.cn,761.0
2020-05-21,com.cyqxx.puzzle.idiom.cn,1594.8999999999996
2020-05-21,com.diamond.coin.cn,128.49999999999986
2020-05-21,com.dograise.richman.cn,531.0
2020-05-21,com.normandy.booster.cn,0.0
2020-05-21,com.oneapp.max.security.pro.cn,10.0
2020-05-21,com.rat.countmoney.cn,595.3
2020-05-21,com.shoujizhuanzhuan.cn,0.0
2020-05-21,com.walk.sports.cn,659.0
2020-05-22,com.boost.clean.coin.cn,715.0
2020-05-22,com.cyqxx.puzzle.idiom.cn,2115.5
2020-05-22,com.diamond.coin.cn,183.19999999999985
2020-05-22,com.dograise.richman.cn,611.0
2020-05-22,com.normandy.booster.cn,0.0
2020-05-22,com.oneapp.max.security.pro.cn,7.0
2020-05-22,com.rat.countmoney.cn,623.2
2020-05-22,com.shoujizhuanzhuan.cn,0.0
2020-05-22,com.walk.sports.cn,614.0
2020-05-23,com.boost.clean.coin.cn,654.0
2020-05-23,com.cyqxx.puzzle.idiom.cn,2270.2
2020-05-23,com.diamond.coin.cn,112.5999999999999
2020-05-23,com.dograise.richman.cn,540.0
2020-05-23,com.normandy.booster.cn,5.0
2020-05-23,com.oneapp.max.security.pro.cn,10.0
2020-05-23,com.rat.countmoney.cn,638.9000000000001
2020-05-23,com.shoujizhuanzhuan.cn,0.0
2020-05-23,com.walk.sports.cn,666.0
2020-05-24,com.boost.clean.coin.cn,835.0
2020-05-24,com.cyqxx.puzzle.idiom.cn,2073.2999999999997
2020-05-24,com.diamond.coin.cn,154.69999999999987
2020-05-24,com.dograise.richman.cn,494.0
2020-05-24,com.normandy.booster.cn,0.0
2020-05-24,com.oneapp.max.security.pro.cn,15.0
2020-05-24,com.rat.countmoney.cn,629.2
2020-05-24,com.shoujizhuanzhuan.cn,0.0
2020-05-24,com.walk.sports.cn,674.0
2020-05-25,com.boost.clean.coin.cn,576.0
2020-05-25,com.cyqxx.puzzle.idiom.cn,2041.6999999999998
2020-05-25,com.diamond.coin.cn,101.69999999999993
2020-05-25,com.dograise.richman.cn,589.0
2020-05-25,com.normandy.booster.cn,0.0
2020-05-25,com.oneapp.max.security.pro.cn,9.0
2020-05-25,com.rat.countmoney.cn,667.0
2020-05-25,com.shoujizhuanzhuan.cn,0.0
2020-05-25,com.walk.sports.cn,644.0
2020-05-26,com.boost.clean.coin.cn,763.0
2020-05-26,com.cyqxx.puzzle.idiom.cn,2051.7
2020-05-26,com.diamond.coin.cn,98.59999999999991
2020-05-26,com.dograise.richman.cn,583.0
2020-05-26,com.normandy.booster.cn,0.0
2020-05-26,com.oneapp.max.security.pro.cn,17.0
2020-05-26,com.rat.countmoney.cn,636.9000000000001
2020-05-26,com.shoujizhuanzhuan.cn,0.0
2020-05-26,com.walk.sports.cn,697.0
2020-05-27,com.boost.clean.coin.cn,674.0
2020-05-27,com.cyqxx.puzzle.idiom.cn,2012.0
2020-05-27,com.diamond.coin.cn,150.3999999999998
2020-05-27,com.dograise.richman.cn,532.0
2020-05-27,com.normandy.booster.cn,0.0
2020-05-27,com.oneapp.max.security.pro.cn,9.0
2020-05-27,com.rat.countmoney.cn,568.2
2020-05-27,com.shoujizhuanzhuan.cn,0.0
2020-05-27,com.walk.sports.cn,707.0
2020-05-28,com.boost.clean.coin.cn,654.0
2020-05-28,com.cyqxx.puzzle.idiom.cn,1965.9999999999995
2020-05-28,com.diamond.coin.cn,126.39999999999984
2020-05-28,com.dograise.richman.cn,469.0
2020-05-28,com.normandy.booster.cn,0.0
2020-05-28,com.oneapp.max.security.pro.cn,15.0
2020-05-28,com.rat.countmoney.cn,510.3
2020-05-28,com.shoujizhuanzhuan.cn,0.0
2020-05-28,com.walk.sports.cn,559.0
2020-05-29,com.boost.clean.coin.cn,714.0
2020-05-29,com.cyqxx.puzzle.idiom.cn,1997.3999999999996
2020-05-29,com.diamond.coin.cn,146.69999999999982
2020-05-29,com.dograise.richman.cn,511.0
2020-05-29,com.normandy.booster.cn,0.0
2020-05-29,com.oneapp.max.security.pro.cn,14.0
2020-05-29,com.rat.countmoney.cn,546.6
2020-05-29,com.shoujizhuanzhuan.cn,0.0
2020-05-29,com.walk.sports.cn,632.0
2020-05-30,com.boost.clean.coin.cn,628.0
2020-05-30,com.cyqxx.puzzle.idiom.cn,1856.0
2020-05-30,com.diamond.coin.cn,120.59999999999988
2020-05-30,com.dograise.richman.cn,455.0
2020-05-30,com.normandy.booster.cn,0.0
2020-05-30,com.oneapp.max.security.pro.cn,4.0
2020-05-30,com.rat.countmoney.cn,458.6
